BONTOK WORD,PART OF SPEECH,DEFINITION,PRONUNCIATION,ROOT,AFFIX ,MORPHOLOGICAL PHENOMENA,EXAMPLE SENTENCE,SENTENCE TRANSLATION,VARIATIONS,PLURAL FORM,NOTES,
mangayuweng,Noun,"The laborers’ song, sung while doing farm work.",/ma.nga.yu.weng/,mangayuweng,N/A,N/A,Nadnge nan mangayuweng isnan uma.,The farm workers’ song was heard in the fields.,N/A,N/A,Singular,mangayuweng
mange-yag,Noun,"A ceremony to ""call the rain"" involving catching fish.",/ma.nge.yag/,mangeyag,N/A,N/A,Nan mange-yag nan mangala si ikan.,The mange-yag ceremony involves catching fish (to call the rain).,N/A,N/A,Singular,mange-yag
mangfuker,Verb,To shell beans; to remove beans from pods.,/mang.fu.ker/,fuker,mang-,Prefixation,Mangfuker tayo isnan uma.,Let’s shell beans in the field.,mangbokel,N/A,Present Tense,mangfuker
mangipango,Verb,To escort or lead someone to their destination; to accompany someone on their way,/mang.i.pa.ngo/,pango,mangi-,Prefixation,Sino nan mangipango ken sika?,Who will take you home?,N/A,N/A,Future Tense,mangipango
mangluki,Verb,To start; to begin,/mang.lu.ki/,logi,mang-,Prefixation,Sino nan mangluki isnan kanta?,Who will start the song?,N/A,N/A,Future Tense,mangluki
mangmang,Noun,A generic term for ceremonies involving animal butchering and feasts.,/mang.mang/,mangmang,N/A,N/A,Nin mangmang cha.,They butchered a pig.,N/A,N/A,Singular,mangmang
mangnew,Adjective,"Long and straight, of canes and bamboos.",/mang.new/,mangnew,N/A,N/A,Into kan nan kaneg sinan kamangnewna?,What is the length of the cane?,N/A,N/A,Positive degree,mangnew
mangokngok,Noun,The largest and lowest-pitched gong in the gangsa pattung ensemble.,/ma.ngok.ngok/,mangokngok,N/A,N/A,Siya nan mangokngok isnan gangsa pattung.,He is playing the largest gong in the ensemble.,N/A,N/A,Singular,mangokngok
mani,Noun,Peanuts,/ma.ni/,mani,N/A,N/A,Eyak maniyen nan inis-ekkod Wangwang.,I 'm going to gather peanuts from those I planted at Wangwang. ,N/A,N/A,Present Tense,mani
maokaokay,Verb,Only used for massaging the body to loosen the muscle,/ma.o.ka.o.kay/,okay,ma-,"Prefixation, Reduplication",Awak maokaokay.,Body will be loosen,N/A,N/A,Present Tense,maokaokay
mapuwapuwan,Verb,To be always burning; to be constantly on fire.,/ma.pu.wa.pu.wan/,poo,ma-,"Reduplication, Prefixation",Mapuwapuwan nan fayu.,The big house is always burning.,mapupuuran,N/A,Present Tense,mapuwapuwan
marpu,Adverb,From where; origin; source.,/mar.pu/,marpu,N/A,N/A,Marpu ka?,Where are you from?,N/A,N/A,Adverb of Place,marpu
masab-at,Verb,To meet someone coming from the opposite direction; to meet unexpectedly.,/ma.sab.at/,sab-at,ma-,Prefixation,Isab - atmo nan naay pala an amam ad WaiI.,"Take this shovel to give to your
father when you meet him at Wail.",N/A,N/A,Future Tense,masab-at
masapur,Verb,To be needed; to be necessary.,/ma.sa.pur/,sapol,ma-,Prefixation,Masapur nan chanom.,Water is needed.,N/A,N/A,Present Tense,masapur
maschem,Noun,Night,/mas.tsem/,maschem,N/A,N/A,"Abafulinget ai kasuncha
maschem.",It is dark as if night were coming on.,masdem,N/A,"Common Noun
Concrete Noun
Uncountable Noun",maschem
masdem,Verb,Evening,/mas.dem/,masdem,N/A,N/A,As masdem inmanokda,Tonight they will have e chicken sacrifice,N/A,N/A,Future tense,masdem
maseyep,Verb,To Sleep,/ma.se.yep/,seyep,ma-,Prefixation,Maseyep takoam-in.,Let's all sleep.,N/A,N/A,Present Tense,maseyep
masongsong,Verb,To smell,/ma.song.song/,songsong,ma-,Prefixation,Ngag nanai dak masongsong?,What is this that I'm smelling?,N/A,N/A,Present Tense,masongsong
matapian,Verb,To add to or join to something,/ma.ta.pi.an/,tapiyan,ma-,Prefixation,Nakalo ko't nan utang ko.,Hope that the road will be extended.,N/A,N/A,Future Tense,matapian
matatakho,Verb,To be alive; to survive.,/ma.ta.tá.kho/,takho,"ma-, -ta-","Prefixation, Infixation",Matatákhoka mangngen mo ma-id si amam?,Is it possible (i doubt that it is) for you to live without your father?,N/A,N/A,Future Tense,matatakho
matayoktok,Noun,A gong in the gangsa pattung characterized by prominent use of dampened sounds.,/ma.ta.yok.tok/,matayoktok,N/A,N/A,Nan matayoktok ay mangiwaras isnan tunog.,The dampened gong is giving its distinct sound.,N/A,N/A,Singular,matayoktok
mauchi,Verb,"To be last, end, final.",/ma.u.tsi/,ochi,ma-,Prefixation,Maochi nan kanta idi programa.,The song was last in the program.,maudi,N/A,"Past Tense, Third Person POV",mauchi
mauwat,Adjective,To be hungry,/ma.u.wat/,owat,ma-,Prefixation,Mauwat nan ung-unga ta maid nan makan.,The children are hungry because there is no food.,N/A,N/A,Descriptive Adjective,mauwat
mayagyag,Verb,"To fall , as something from a ledge .",/ma.yag.yag/,yagyag,ma-,Prefixation,Ilam nan dam egnan ta adi mayagyag.,Take care of what you're holding so it won't fall.,N/A,N/A,Future Tense,mayagyag
medmed,Verb,"To push down; to apply downward pressure, as on sweet potato leaves in a basket in order to place more.",/med.med/,medmed,N/A,N/A,Imedmedmo kayet ta pay-antako as latong.,Push down some more so we can put some bean leaves in.,N/A,N/A,Present Tense,medmed
memdeng,Verb,To recover consciousness.,/mem.deng/,memdeng,N/A,N/A,Awni ta maimemdengan esatakot ekwaten.,"Wait till he recovers consciousness, then let us lift him up.",N/A,N/A,Present Tense,memdeng
menlingos,Verb,"Looked around, glanced, observed.",/men.ling.gus/,lingo/lingos,men-,Prefixation,Menlingus da nan matao si dap-ayan uray adi pay umey nan apu.,"The people looked around the meeting place, though the elder had not yet arrived.",N/A,N/A,Present Tense,menlingos
mensubli,Verb,To arrive just as another person departs; to take placeof another person,/men.sub.li/,sobli,men-,Prefixation,Mensubli kayo ad afong tay wa'y nagayad ko.,Go back home because I left something behind.,N/A,N/A,Present Tense,mensubli
mey-ang,Verb,"To clear, of clouds from the sky. ",/mey.ang/,mey-ang,N/A,N/A,Isap-eymo nan palda tay namey-ang nan Iiboo.,"Put the beans out to dry, because the clouds are clearing.",N/A,N/A,Present Tense,mey-ang
meya,Verb,To walk carefully in order to avoid falling. ,/me.ya/,meya,N/A,N/A,Meymey-anyo ay manalan.,Watch how you walk. ,N/A,N/A,Present Tense,meya
ming-il,Verb,"To appear from behind a cloud, of sun or moon; to shine after being overcast.",/ming.il/,ming-il,N/A,N/A,"Mo mamingii, isap-eymo nan pagey.","If the sun shines, spread the unthreshed rice to dry.",N/A,N/A,Present Tense,ming-il
minos ,Verb,"To be lost, of no value.",/mi.nos/,minos ,N/A,N/A,Naminos nan sin-algew .,One day was lost.,N/A,N/A,Present Tense,minos
mo,Conjunction,"If, when. A particle introducing conditional and some temporal clauses.",/mo/,mo,N/A,N/A,"Mo mafalin, mo tet-ewa loromyadka, in-asawata.","If it is possible, and you truly love me, let's get married.",N/A,N/A,Subordinating Conjunction,mo
mo,Conjunction,If; when; a part icle introducing conditional and some temporal clauses.,/mo/,mo,N/A,N/A,"Mo mabalin, mo tet-ewa ay lolomy adka, in-asawata.","If it is possible, and if you truly love me, then let us get married.",N/A,N/A,Subordinating,mo
mogamog,Verb,"To walk with difficulty, as a large, fat pig.",/mo.ga.mog/,mogamog,N/A,N/A,Nan ig taba ay onga ig inmogmogamog ay manalan.,A fat baby walks with difficulty.,N/A,N/A,Present Tense,mogamog
mogomog,Verb,"To remove by rubbing, as ripe kernels from a corncob, or crystals from a piece of rock salt.",/mo.go.mog/,mogomog,N/A,N/A,Mogomogem nan asin ta maamey.,Rub the rock salt so it will break up.,N/A,N/A,Present Tense,mogomog
mokay,Verb,"To be broken into fine pieces but not yet powdered,
as rice or dirt; rice which has been pounded until the grains are broken.",/mo.kay/,mokay,N/A,N/A,Itapam nan mokay .,Winnow the broken rice grains.,N/A,N/A,Present Tense,mokay
mola,Verb,"To plant, as sweet potato vines or banana shoots.",/mo.la/,mola,N/A,N/A,Engka imola nan lokisan si towid.,Go plant this orange at the back of your house.,N/A,N/A,Present Tense,mola
moldong,Noun,"The end of something, as a rope, a trail, a field or the top of a tree.",/mol.dong/,moldong,N/A,N/A,Kaanem nan moldongna. ,Cut off the end of it.,N/A,N/A,Singular,moldong
moli,Verb,"To look around on, as  someone in new surroundings; to look for, as a child trying to identify its mother in a group of people.",/mo.li/,moli,N/A,N/A,Inmoliyanas inana.,She is looking for her mother.,N/A,N/A,Present Tense,moli
mon-al,Verb,"To be clearly visible; to stand out, as a house on the top of a hill. ",/mon.al/,mon-al,N/A,N/A,Laydena ay inmomon-al nan abongda.,He wants their house to be clearly seen.,N/A,N/A,Present Tense,mon-al
mong-ol,Noun,The summit of a mountain .,/mong.ol/,mong-ol,N/A,N/A,Ninbogaw sinan mong-ol nan bilig ta omali nan ib-ana.,He shouted at the top of the mountain so his companion would come.,N/A,N/A,Singular,mong-ol
mongo ,Verb,To think about something ahead of time; to plan ahead; to show initiat ive.,/mo.ngo/,mongo ,N/A,N/A,Maid mongowem si madno.,You don't plan your work ahead of time.,N/A,N/A,Present Tense,mongo
moni,Verb,To be visible ; to be obvious.,/mo.ni/,moni,N/A,N/A,Ig inmomoni nan beneng ya adim inila.,The bolo is obvious but you didn't see it.,N/A,N/A,Present Tense,moni
Montanosa,Noun,Mountainous region; the Cordillera.,/mon.ta.no.sa/,Montanosa,N/A,N/A,Taga-Montanosa ak.,I am from the mountainous region.,N/A,N/A,Proper Noun,montanosa
mosngal,Verb,"To have one end bigger than the other, as a pestle or bone.",/mos.ngal/,mosngal,N/A,N/A,Alaem nan namomosngalan ay tong-al ta ketketem.,Get the bone with the large end to chew on. ,N/A,N/A,Present Tense,mosngal
motong,Noun,Sticks including pieces of reed and chips of wood.,/mo.tong/,motong,N/A,N/A,Kol-opem nan sanada motong ta poolam.,Gather up those bits of stick to burn them.,N/A,N/A,Plural,motong
motyad ,Verb,"To protrude; to bulge, as the stomach of a pregnant woman or a part of a mountain ; to be higher in the middle than on the ends, as a ridge pole on which the ends have sagged.",/mo.tyad/,motyad ,N/A,N/A,Si tosa tay ig naimomotyad nan potona.,"As for her, her stomaah sticks out.",N/A,N/A,Present Tense,motyad
moyakat,Verb,"To have the reed fully developed, of talakgad grass.",/mo.ya.kat/,moyakat,N/A,N/A,Ig namoyakatan nan tinalakgadna.,The tiger grass that he picked was fully developed. ,N/A,N/A,Present Tense,moyakat
na,Pronoun,"This one, close to speaker",/na/,na,N/A,N/A,Alam na.,Get this.,N/A,N/A,Demonstrative pronoun,na
na,Particle,"A third-person singular genitive pronoun (his, her, its). Can also function as a ligature/linker in some contexts",/na/,N/A,N/A,N/A,In-angan na nan pagey.,He/She ate the rice.,N/A,N/A,Third-person Singular Pronoun,na
na-,Prefix,Adjectival prefix that forms descriptive adjectives.,/na/,N/A,na-,N/A,Napintas met si tod-i.,That one is beautiful.,N/A,N/A,,na-
naab-abba,Verb,"To grow out of the side of the gum, of a tooth which grows above another tooth.",/na.ab.ab.ba/,naab-abba,na-,Prefixation,Adik layden nan bab-al tay naab-abba.,I don't like my tooth because it i s growing out of the side of the gum.,N/A,N/A,,naab-abba
naabbingiyan,Noun,"A sixth finger, usually an extra thumb, occurring in the children of certain families.",/na.a.b.ngi.yan/,abbingi,"na-, -an",Circumfixation,"Si Aggingi, naabbingiyan nan límana.",Aggingi has six fingers on one hand.,N/A,N/A,,naabbingiyan
naabkas,Verb,"To spring, release or set off, of a spring release bird or animal trap; to be sprung, of a baoy water operated scarecrow which is not operating.",/na.ab.kas/,abkas,na-,Prefixation,Aped naabkas nan iyolko ya maid kinnana.,My bird trap was sprung but didn’t catch anything.,N/A,N/A,,naabkas
naaboyetan,Verb,"To be disturbed; to be upset, of young children who have been taken to a feast or some other ceremony and who are restless or cry a lot on their return home.",/na.a.bó.ye.tan/,aboyet,"na-, -an",Circumfixation,Aw-ay naaboyetan isonga in-agaagal.,"Maybe the child was disturbed, that’s why she cries a lot.",N/A,N/A,Past Tense,naaboyetan
naadeg,Verb,"To be covered with debris, of a pondfield afer the collapse of a higher terrace wall.",/na.a.deg/,adeg,na-,Prefixation,Aditako samalen tay naadeg.,We won't prepare it for planting because a slide has come down on it.,N/A,N/A,Past Tense,naadeg
naadiyan,Verb,"To be neglected; to be overgrown; to fall into disuse, as a pondfield, garden or house.",/na.a.di.yan/,adi,"na-, -an",Circumfixation,Naadiyan nan bowagmi tay maid minlogam.,Our garden is overgrown because no oe goes to weed it.,naad-iyan,N/A,,naadiyan
naafakana,Verb,"To defeat; to excel; to surpass, as in a fight, game, contest, political position or lawsuits; to get the best end of a deal; to outdo someone socially",/na.a.fa.kan.na/,afak,"na- , -an",Circumfixation,Insakit sin liknana nan naafakana.,It hurts when he lost.,naabakana,N/A,Present Tense,naafakana
naag,Verb,"To bear, as pain.",/na.ag/,naag,N/A,N/A,"Inanaagmo nan sakitna, adita aped in-ag-agal.","Bear the pain, don't just cry.",N/A,N/A,Present Tense,naag
naalgewan,Verb,To place in the sun.,/na.al.ge.wan/,algew,"na-, -an",Circumfixation,Igkami naalgewan ad gogga ay insamal.,We were really exposed to the sun yesterday while cultivating the pondfiled.,N/A,N/A,Past Tense,naalgewan
naallot,Verb,To colapse through hunger.,/na.al.lot/,allot,na-,Prefixation,Nan inmayandas Talonet naallot si Sosaki.,Sosaki collapsed when they went to Talon.,N/A,N/A,Past Tense,naallot
naamas,Verb,To dissolve; to use up; to melt; to disappear; to erase; to deface; to lose.,/na.á.mas/,amas,na-,Prefixation,Apedda naamas nan nowangmi Bilgaya.,Our water buffalo at Bilgaya just disappeared.,N/A,N/A,Past Tense,naamas
naanapan,Verb,Have found what is being searched; indicates that the sought object has already been located.,/na.a.na.pan/,anap,"na-, -an",Circumfixation,Naanapan nan libro ay inawit na.,The book he/she was looking for has been found.,N/A,N/A,"Present Perfect, Third Person POV",naanapan
naanus,Adjective,Kind person,/na.anus/,anuns,na-,Prefixation,Nan naanus ay fafai ay tumulong isnan kakailyan ket nawaya nan aywanan isnan ung-unga ay agkasapulan.,The kind woman helped her neighbors and freely cared for the children who were in need.,N/A,N/A,Positive,naanus
naaot,Verb,To have made a fault in a game.,/na.áwt/,aot,na-,Prefixation,Naaot kannay.,He is out of the game already.,N/A,N/A,Past Tense,naaot
naapil,Verb,To be a twin.,/na.a.pil/,apil,na-,Prefixation,Naapil nan anak Banganan.,Banganan has twins.,N/A,N/A,Present Tense,naapil
naawatak,Verb,To have understanding of something.,/na.a.wa.tak/,awat,"na-, -ak",Circumfixation,Naawatak nan kanana.,I understand what he says.,N/A,N/A,Past Tense,naawatak
naay,Noun,"This one, close to speaker; here, close to, speaker.",/na.ay/,naay,N/A,N/A,Dawatem nan naay.,Receive this one. ,N/A,N/A,Singular,naay
naayasan,Verb,To dig out,/na.a.ya.san/,ayas,"na-, -an",Circumfixation,Awni et as magday na tay naayasan.,This will eventually slide because it is undermined.,N/A,N/A,Past Tense,naayasan
nablay,Adjective,Tired; exhausted; fatigued,/nab.lay/,nablay,N/A,N/A,Nablay nan awak ko.,My body is tired.,N/A,N/A,"Descriptive Adjective
Positive Degree",nablay
nabtak,Verb,"To be cracked, as dry ground or a clay jar.",/nab.tak/,nabtak,N/A,N/A,Nabtak nan fánga ay linakowak.,The pot which I bought was cracked.,N/A,N/A,Past Tense,nabtak
nachagsen,Noun,Heavy weight; Very heavy.,/na.tsag.sen/,chagsen,na-,Prefixation,Nachagsenn nan fanga ay awit mi.,The jar we carried was heavy.,nadagsen,N/A,"Past Tense, First Person POV",nachagsen
nadchungaw,Verb,To lose something (Nom).,/nad.tsu.ngaw/,chongaw,nad-,Prefixation,Nadchungaw nan ay-ayam na.,His toy was lost.,nadungaw,N/A,"Past Tense, Third Person POV",nadchungaw
nadnenadey,Adjective,"Already weak, in a state of weariness.",/nad.nuh.nad.ney/,nenadey,na-,Prefixation,Nadnenadey nan ina gapu si ad-adi ay chakka.,Mother is weary because of constant worries.,N/A,N/A,Descriptive Adjective,nadnenadey
nafakas,Verb,"To be a bad trail, said of a trail if one has received a bad omen while passing along it, causing one to return to one's starting point.",/na.fa.kas/,bakas,na-,Prefixation,"Nafakas nan chalan, isonga immuli cha.","The trail was bad, so they returned.",nabakas,N/A,Past Tense,nafakas
nafaknang,Adjective,Rich,/na.fak.nang/,baknang,na-,Prefixation,Lakay ya nafaknang.,The elder is rich.,nabaknang,N/A,Positive,nafaknang
nafalor,Adjective,Important; valuable,/na.fa.lor/,falor,na-,Prefixation,Nafalor nan singsing ay sana.,That ring is important to me.,nabalor,N/A,"Descriptive Adjective
Positive Degree",nafalor
nafang-es,Verb,"To have spoiled, as cooked rice, vegetables or cooked meat.",/na.fang.es/,fang-es,na-,Prefixation,Óray nafang-es kanen tay ay-ayyew.,Even though it is spoiled eat it so it will not be wasted.,nabangles,N/A,"Present Tense / Imperative, Second Person POV",nafang-es
nagfayag,Adjective,Long time; lasting; enduring.,/nag.fa.yag/,bayag,nag-,Prefixation,Nagfayag nan kanen.,The food lasted a long time.,N/A,N/A,Past Tense,nagfayag
nailak,Verb,Saw,/na.i.lak/,ila,"na-, -k",Circumfixation,Nailak ya si Juan.,I saw Juan.,N/A,N/A,Past Tense,nailak
nailaw-an,Verb,To be of no avail; wasted; useless; a circumlocution for death,/na.i.law.an/,lawa,"nai-, -an",Circumfixation,Nailaw-an nan apoda.,Their gradfather has died.,N/A,N/A,Present Tense,nailaw-an
naiyanakan,Verb,Was born; born (completed action),/na.i.ya.na.kan/,anak,"nai-, -an",Circumfixation,Ento naiyanakan amam?,Where was your father born?,N/A,N/A,Past Tense,naiyanakan
naiyanod,Verb,To be swept away by a flow of water.,/na.i.yá.nod/,anod,"na-, -i-",Prefixation,Naiyanod nan talkana.,Her head basket was swept away by the water.,N/A,N/A,Past Tense,naiyanod
nakaila,Verb,The one who saw; has seen,/naka.i.la/,ila,naka-,Prefixation,Adi ka ngen nakaila si esang ay fotog?,Did you not ever see a pig?,N/A,N/A,Present Tense,nakaila
nakaket,Adjective,Is hard working,/na.ka.ket/,kaket,na-,Prefixation,Nan lalaki ay nakaket isnan trabahona.,The man is hardworking in his work.,nagkakhet,N/A,Positive,nakaket
nakalako,Verb,To buy,/na.ka.la.ko/,lako,naka-,Prefixation,Ay nakalako ka ngen si badom?,Have you bought your clothes already?,N/A,N/A,Present Tense,nakalako
nakalo,Verb,To work off one's debt,/na.ka.lo/,kalo,na-,Prefixation,Nakalo ko't nan utang ko.,I settled my debt.,N/A,N/A,Past Tense,nakalo
nakingey,Adjective,"Far away, distant, in a state of being far.",/na.ki.ngey/,kingey,na-,Prefixation,Nakingey nan feshat ay adi men-istorya kanyak.,My sister feels distant because she does not speak to me.,N/A,N/A,"Descriptive Adjective
Positive Degree",nakingey
naknak,Verb,To mix cooked sugarcane juice with rice.,/nak.nak/,naknak,N/A,N/A,Engkayo nomaknak si satako kanen.,You go mix the sugarcane juice with the rice for us to eat.,N/A,N/A,Present Tense,naknak
