word,meaning,translation,source,morphology,root,processes,type,meaning,partial chunk,form,normalized_form
1kalót,edible tuber,tuber,Dictionary K,"{""root"":""1kalót"",""processes"":[]}",1kalót,-,-,-,-,-,1kalot
2kalót,to roast (mañgi -),roast,Dictionary K,"{""root"":""2kalót"",""processes"":[]}",2kalót,-,-,-,-,-,2kalot
kamá,to touch with the hand (man -),touch,Dictionary K,"{""root"":""kamá"",""processes"":[]}",kamá,-,-,-,-,-,kama
kamanéw,white spots on skin; skin disease causing this,skin disease,Dictionary K,"{""root"":""kamanéw"",""processes"":[]}",kamanéw,-,-,-,-,-,kamanew
kamálir,granary,granary,Dictionary K,"{""root"":""kamálir"",""processes"":[]}",kamálir,-,-,-,-,-,kamalir
kamarérua,soul,soul,Dictionary K,"{""root"":""kamarérua"",""processes"":[]}",kamarérua,-,-,-,-,-,kamarerua
panagkamarérua,All Souls’ Day,All Souls’ Day,Dictionary K,"{""root"":""agkamarérua"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""causative/instrumental nasal-assimilating"",""form"":""paN-"",""normalized_form"":""pa"",""applied_allomorph"":""n""}]}",agkamarérua,"{""type"":""nasal_prefix"",""meaning"":""causative/instrumental nasal-assimilating"",""form"":""paN-"",""normalized_form"":""pa"",""applied_allomorph"":""n""}",nasal_prefix,causative/instrumental nasal-assimilating,-,paN-,panagkamarerua
kamátis,tomato,tomato,Dictionary K,"{""root"":""kamátis"",""processes"":[]}",kamátis,-,-,-,-,-,kamatis
kamés,to mix,mix,Dictionary K,"{""root"":""kamés"",""processes"":[]}",kamés,-,-,-,-,-,kames
kamí,see mi,we,"Dictionary K, Dictionary M","{""root"":""kamí"",""processes"":[]}",kamí,-,-,-,-,-,kami
kamisadEntro,shirt,shirt,Dictionary K,"{""root"":""kamisadEntro"",""processes"":[]}",kamisadEntro,-,-,-,-,-,kamisadentro
kamisÉta,undershirt,undershirt,Dictionary K,"{""root"":""kamisÉ"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",kamisÉ,"{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}",suffix,1du inclusive genitive enclitic,-,-ta,kamiseta
kámot,raise food to the mouth; eat with the hands,eat with one’s hands,Dictionary K,"{""root"":""kámot"",""processes"":[]}",kámot,-,-,-,-,-,kamot
kamóro,pimples,pimples,Dictionary K,"{""root"":""kamóro"",""processes"":[]}",kamóro,-,-,-,-,-,kamoro
kamótE,"camote, sweet potato",yam,Dictionary K,"{""root"":""kamótE"",""processes"":[]}",kamótE,-,-,-,-,-,kamote
kamótEng káhoy,cassava,cassava,Dictionary K,"{""root"":""kamótEng káhoy"",""processes"":[]}",kamótEng káhoy,-,-,-,-,-,kamoteng kahoy
kampána,bell,bell,Dictionary K,"{""root"":""kampána"",""processes"":[]}",kampána,-,-,-,-,-,kampana
kámpay,act of flying; spreading the wings,flying,Dictionary K,"{""root"":""kámpay"",""processes"":[]}",kámpay,-,-,-,-,-,kampay
kámpit,big kitchen knife,kitchen knife,Dictionary K,"{""root"":""kámpit"",""processes"":[]}",kámpit,-,-,-,-,-,kampit
kámpo,camp (army camp etc.),camp,Dictionary K,"{""root"":""kámpo"",""processes"":[]}",kámpo,-,-,-,-,-,kampo
kamposánto,cemetery,cemetery,Dictionary K,"{""root"":""kamposán"",""processes"":[{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}]}",kamposán,"{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}",suffix,3sg genitive enclitic,-,-to,kamposanto
kan,to eat (maN -),eat,Dictionary K,"{""root"":""k"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",k,"{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}",suffix,locative/referent focus (non-completed),-,-an,kan
kánen,food (mlt. kakanen ‘things to eat’),food,Dictionary K,"{""root"":""kán"",""processes"":[{""type"":""suffix"",""meaning"":""patient focus (non-completed)"",""form"":""-en"",""normalized_form"":""en""}]}",kán,"{""type"":""suffix"",""meaning"":""patient focus (non-completed)"",""form"":""-en"",""normalized_form"":""en""}",suffix,patient focus (non-completed),-,-en,kanen
nakán,food,food,Dictionary K,"{""root"":""nakán"",""processes"":[]}",nakán,-,-,-,-,-,nakan
pakán,to feed; to serve food (mañgi -),serve,Dictionary K,"{""root"":""kán"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",kán,"{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}",prefix,causative/allowative,-,pa-,pakan
kaná,"to serve for something, be fit, advantageous",suit,Dictionary K,"{""root"":""kaná"",""processes"":[]}",kaná,-,-,-,-,-,kana
ikaná,ingredients,ingrediants,Dictionary K,"{""root"":""kaná"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",kaná,"{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}",prefix,theme/goal or benefactive focus (non-completed),-,i-,ikana
kakanáan,"use, effect",use,Dictionary K,"{""root"":""kaná"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""},{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CV-"",""normalized_form"":""CV"",""partial_chunk"":""ka""}]}",kaná,"{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""},{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CV-"",""normalized_form"":""CV"",""partial_chunk"":""ka""}",suffix,locative/referent focus (non-completed),ka,-an,kakanaan
kanáw,"to mix, stir",stir,Dictionary K,"{""root"":""kanáw"",""processes"":[]}",kanáw,-,-,-,-,-,kanaw
kanawnáwa,"easy, comfortable; be easy, comfortable (man -) (also kanawánáwa )",relax,Dictionary K,"{""root"":""kanawnáwa"",""processes"":[]}",kanawnáwa,-,-,-,-,-,kanawnawa
kanáyon,relative,relative,Dictionary K,"{""root"":""kanáyon"",""processes"":[]}",kanáyon,-,-,-,-,-,kanayon
kandádo,padlock,padlock,Dictionary K,"{""root"":""kandádo"",""processes"":[]}",kandádo,-,-,-,-,-,kandado
kandidáto,(m.) candidate (usu. for political office),candidate (political),Dictionary K,"{""root"":""kandidá"",""processes"":[{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}]}",kandidá,"{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}",suffix,3sg genitive enclitic,-,-to,kandidato
kandidáta,(f.) candidate (usu. for queen of fiesta (etc.),candidate (fiesta),Dictionary K,"{""root"":""kandidá"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",kandidá,"{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}",suffix,1du inclusive genitive enclitic,-,-ta,kandidata
kandíla,candle,candle,Dictionary K,"{""root"":""kandíla"",""processes"":[]}",kandíla,-,-,-,-,-,kandila
kandíng,goat,goat,Dictionary K,"{""root"":""kandíng"",""processes"":[]}",kandíng,-,-,-,-,-,kanding
kandóng,tree with round leaves used in the preparation of dye,Indigo tree,Dictionary K,"{""root"":""kandóng"",""processes"":[]}",kandóng,-,-,-,-,-,kandong
kanéyney,"moderate, just enough",moderate,Dictionary K,"{""root"":""kanéyney"",""processes"":[]}",kanéyney,-,-,-,-,-,kaneyney
kanián,"therefore, so, accordingly",therefore,Dictionary K,"{""root"":""kanián"",""processes"":[]}",kanián,-,-,-,-,-,kanian
kanión,home-made miniature cannon fashioned from bamboo tubing,bamboo tubing,Dictionary K,"{""root"":""kanión"",""processes"":[]}",kanión,-,-,-,-,-,kanion
kankantí,firefly,firefly,Dictionary K,"{""root"":""kantí"",""processes"":[{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CVC-"",""normalized_form"":""CVC"",""partial_chunk"":""kan""}]}",kantí,"{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CVC-"",""normalized_form"":""CVC"",""partial_chunk"":""kan""}",reduplication,partial reduplication (plural nouns),kan,CVC-,kankanti
kánot,fibrous part of the langka fruit,jackfruit fiber,Dictionary K,"{""root"":""kánot"",""processes"":[]}",kánot,-,-,-,-,-,kanot
cáncEr,cancer,cancer,Dictionary K,"{""root"":""cáncEr"",""processes"":[]}",cáncEr,-,-,-,-,-,cancer
kansión,song; to sing (maN -),song,Dictionary K,"{""root"":""kansión"",""processes"":[]}",kansión,-,-,-,-,-,kansion
kansionán,singing contest esp. where a pair composed of a man and woman debate each other in song,singing duel,Dictionary K,"{""root"":""kansionán"",""processes"":[]}",kansionán,-,-,-,-,-,kansionan
kánta,to sing (maN -),sing,Dictionary K,"{""root"":""kán"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",kán,"{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}",suffix,1du inclusive genitive enclitic,-,-ta,kanta
kañgkáñg,shake off dress; spread out to dry,shake out,Dictionary K,"{""root"":""kañgkáñg"",""processes"":[]}",kañgkáñg,-,-,-,-,-,kangkang
káñgkoñg,"Ipomea reptans, a vine similar to camote, used as a green vegetable",water spinach,Dictionary K,"{""root"":""káñgkoñg"",""processes"":[]}",káñgkoñg,-,-,-,-,-,kangkong
kaót,"get something from a closet, packet, etc. (man -)",get,Dictionary K,"{""root"":""kaót"",""processes"":[]}",kaót,-,-,-,-,-,kaot
kápa,"collar, hood",hood,Dictionary K,"{""root"":""kápa"",""processes"":[]}",kápa,-,-,-,-,-,kapa
kapá,feel for with the hands,grope,Dictionary K,"{""root"":""kapá"",""processes"":[]}",kapá,-,-,-,-,-,kapa
kapál,thickness; become thick (on -),thickness,Dictionary K,"{""root"":""kapál"",""processes"":[]}",kapál,-,-,-,-,-,kapal
makapál,thick,thick,Dictionary K,"{""root"":""kapál"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",kapál,"{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}",prefix,causative / stative,-,ma-,makapal
kapáy,make a stroke in swimming,stroke,Dictionary K,"{""root"":""kapáy"",""processes"":[]}",kapáy,-,-,-,-,-,kapay
cafÉ,coffee,coffee,Dictionary K,"{""root"":""cafÉ"",""processes"":[]}",cafÉ,-,-,-,-,-,cafe
kapés,cotton,cotton,Dictionary K,"{""root"":""kapés"",""processes"":[]}",kapés,-,-,-,-,-,kapes
kapigán,when (interrogative),when,Dictionary K,"{""root"":""kapigán"",""processes"":[]}",kapigán,-,-,-,-,-,kapigan
kápis,sack not filled to capacity; empty stomach,empty,Dictionary K,"{""root"":""kápis"",""processes"":[]}",kápis,-,-,-,-,-,kapis
kápit,"seedless, immature fruit",seedless,Dictionary K,"{""root"":""kápit"",""processes"":[]}",kápit,-,-,-,-,-,kapit
kapitán,captain,captain,Dictionary K,"{""root"":""kapitán"",""processes"":[]}",kapitán,-,-,-,-,-,kapitan
kapkáp,"feel, touch with the palm of the hands",palpate,Dictionary K,"{""root"":""kapkáp"",""processes"":[]}",kapkáp,-,-,-,-,-,kapkap
kápol,mixture for filling up hole etc.; to fill with wax etc.,filler,Dictionary K,"{""root"":""kápol"",""processes"":[]}",kápol,-,-,-,-,-,kapol
kapót,lid; to close (man -),close,Dictionary K,"{""root"":""kapót"",""processes"":[]}",kapót,-,-,-,-,-,kapot
kápoy,"weakness, debility",weakness,Dictionary K,"{""root"":""kápoy"",""processes"":[]}",kápoy,-,-,-,-,-,kapoy
makápoy,"weak, ineffectual, inferior, in poor condition",weak,Dictionary K,"{""root"":""kápoy"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",kápoy,"{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}",prefix,causative / stative,-,ma-,makapoy
karág,to stamp the foot heavily,stamp,Dictionary K,"{""root"":""karág"",""processes"":[]}",karág,-,-,-,-,-,karag
karakkák,laughter,laughter,Dictionary K,"{""root"":""karakkák"",""processes"":[]}",karakkák,-,-,-,-,-,karakkak
kárang,shelter made of nipa and placed on boat or carabao cart,nipa shelter,Dictionary K,"{""root"":""kárang"",""processes"":[]}",kárang,-,-,-,-,-,karang
karápas,"touch, come across",touch,Dictionary K,"{""root"":""karápas"",""processes"":[]}",karápas,-,-,-,-,-,karapas
kárat,person or animal just recovering from illness; thin‚ emaciated,recovering,Dictionary K,"{""root"":""kárat"",""processes"":[]}",kárat,-,-,-,-,-,karat
káraw,"to go courting (on -, man -)",courting,Dictionary K,"{""root"":""káraw"",""processes"":[]}",káraw,-,-,-,-,-,karaw
kargá,"to fill, put into",fill,Dictionary K,"{""root"":""kargá"",""processes"":[]}",kargá,-,-,-,-,-,karga
karí,adverb indicating intensity,intensifier,Dictionary K,"{""root"":""karí"",""processes"":[]}",karí,-,-,-,-,-,kari
karinyó,affection,affection,Dictionary K,"{""root"":""karyó"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":3}]}",karyó,"{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":3}",infix,completed aspect marker,-,-in-,karinyo
makarinyó,"affectionate, romantic",affectionate,Dictionary K,"{""root"":""karyó"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":3}]}",karyó,"{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":3}",prefix,causative / stative,-,ma-,makarinyo
kárit,to extract the juice of the nipa palm for making vinegar; a small sickle used for cutting nipa for this purpose,sickle,Dictionary K,"{""root"":""kárit"",""processes"":[]}",kárit,-,-,-,-,-,karit
karitón,"cart, esp. oblong cart pulled by carabao; to carry produce etc. in a cart",cart,Dictionary K,"{""root"":""karitón"",""processes"":[]}",karitón,-,-,-,-,-,kariton
kakaríton,"baby cart, pushchair",stroller,Dictionary K,"{""root"":""karíton"",""processes"":[{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CV-"",""normalized_form"":""CV"",""partial_chunk"":""ka""}]}",karíton,"{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CV-"",""normalized_form"":""CV"",""partial_chunk"":""ka""}",reduplication,partial reduplication (plural nouns),ka,CV-,kakariton
cárnE,meat,meat,Dictionary K,"{""root"":""cárnE"",""processes"":[]}",cárnE,-,-,-,-,-,carne
karnÉro,"sheep, mutton, lamb",mutton,Dictionary K,"{""root"":""karnÉro"",""processes"":[]}",karnÉro,-,-,-,-,-,karnero
cáro,"funeral car, hearse",funeral car,Dictionary K,"{""root"":""cáro"",""processes"":[]}",cáro,-,-,-,-,-,caro
karól,thunder,thunder,Dictionary K,"{""root"":""karól"",""processes"":[]}",karól,-,-,-,-,-,karol
káromán,yesterday,yesterday,Dictionary K,"{""root"":""káromán"",""processes"":[]}",káromán,-,-,-,-,-,karoman
karúsa,float of queen during fiesta parade,float of queen during fiesta parade,Dictionary K,"{""root"":""karúsa"",""processes"":[]}",karúsa,-,-,-,-,-,karusa
karót,to pinch,pinch,Dictionary K,"{""root"":""karót"",""processes"":[]}",karót,-,-,-,-,-,karot
karsáda,road,road,Dictionary K,"{""root"":""karsá"",""processes"":[{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}]}",karsá,"{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}",suffix,3pl genitive enclitic,-,-da,karsada
cárcel,"jail, prison",prison,Dictionary K,"{""root"":""cárcel"",""processes"":[]}",cárcel,-,-,-,-,-,carcel
karsón,"pants, trousers",pants,Dictionary K,"{""root"":""karsón"",""processes"":[]}",karsón,-,-,-,-,-,karson
kartaplúma,pocket knife,pocket knife,Dictionary K,"{""root"":""kartaplúma"",""processes"":[]}",kartaplúma,-,-,-,-,-,kartapluma
cartÉro,postman,postman,Dictionary K,"{""root"":""cartÉro"",""processes"":[]}",cartÉro,-,-,-,-,-,cartero
cartÉlEs,streamers,streamers,Dictionary K,"{""root"":""cartÉlEs"",""processes"":[]}",cartÉlEs,-,-,-,-,-,carteles
kasál,marriage,marriage,Dictionary K,"{""root"":""kasál"",""processes"":[]}",kasál,-,-,-,-,-,kasal
