word,syllables,meaning,tag,english,filipino
misdan,mis-dan,be surprised,ADJ/ADV/VERB/STAT,be,maging
misis,mi-sis,missus or address for married women,NOUN,signora,signora
misis,mi-sis,wife,NOUN,wife,asawa
mismo,mis-mo,the same or the thing itself,Noun/Qualifier,alone,mag -isa
mitdaq,mit-daq,extinguished,ADJ/ADV/STAT,extinguished,pinatay
mitdas,mit-das,burst or blinking,Verb/Stative/ADJ/Adverb,burst,sumabog
mitmuq,mit-muq,filled,Stative/Verb/ADJ/Adverb,filled,napuno
mica,mi-ca,wick,NOUN,wick,wick
miyerkulis,mi-yer-ku-lis,wednesday,NOUN,wednesday,miyerkules
modelu,mo-de-lu,model,NOUN,model,modelo
modista,mo-dis-ta,dressmaker,NOUN,dressmaker,dressmaker
pangamodista,pan-ga-mo-dis-ta,dressmaking,NOUN,dressmaking,paggawa ng damit
modu,mo-du,manners,NOUN,manners,kaugalian
monte,mon-te,a gambling game played with cards,NOUN,faro,faro
muq,muq,only or just or merely,ADJUNCT,but,ngunit
muaq,mu-aq,be angry,VERB,be,maging
mwaq,m-waq,be angry,VERB,be,maging
mugmug,mug-mug,crumbs,NOUN,crumbs,mumo
magnus,mag-nus,open a dam or splurge with savings,VERB,shoot,shoot
mula,mu-la,yard,NOUN,yard,bakuran
mulahan,mu-la-han,yard area,NOUN,yard,bakuran
pagmumulan,pag-mu-mu-lan,stay without consent in someones house,VERB,steal,magnakaw
mulalaq,mu-la-laq,be surprised,VERB/ADJ/ADV/STAT,be,maging
magmulalaq,mag-mu-la-laq,stand gaping or act like an innocent or look like an innocent,VERB/ADJ/ADV/STAT,gape,gape
mulang,mu-lang,crazy or foolish or rabid,ADJ/ADV,nut,nut
kamulangan,ka-mu-lan-gan,foolishness,NOUN,foolishness,kamangmangan
muliq,mu-liq,go home,VERB,go,pumunta ka na
multa,mul-ta,fine or penalty,NOUN,fine,fine
mumutut,mu-mu-tut,nibble at food or eat timidly or eat uneagerly,VERB,peck,peck
mamun,ma-mun,say farewell,VERB,say,sabihin
pamunan,pa-mu-nan,obey,VERB,obey,sumunod
mamunagmunag,ma-mu-nag-mu-nag,sun is rising,VERB/STAT,sun,araw
mundu,mun-du,earth or world,NOUN,earth,daigdig
kamundwan,ka-mund-wan,concerns worldly things or mundane matters,NOUN,earth,daigdig
muning,mu-ning,kitten or cat,NOUN,kitten,kuting
munisipiyu,mu-ni-si-pi-yu,town hall,NOUN,town,bayan
munta,mun-ta,go,VERB,go,pumunta ka na
mura,mu-ra,cheap or inexpensive,ADJ/ADV,cheap,mura
mura,mu-ra,cheapen or derogate,VERB,cheapen,mapababa
muriq,mu-riq,eye secretions,NOUN,eye,mata
murit,mu-rit,crazy,ADJ/ADV/STAT,crazy,baliw
murus,mu-rus,moros or muslims,NOUN,moros,moros
morus,mo-rus,moros or muslims,NOUN,moros,moros
magmurusmurus,mag-mu-rus-mu-rus,be a pagan or act like a moro,VERB,tip-off,tip-off
muton,mu-ton,a stick used in the hand to hand called arnis,NOUN,staff,kawani
mwaq,m-waq,angry,VERB/STAT,angry,galit
na,na,now or already,ADJUNCT,now,ngayon
nabuq,na-buq,fall,VERB,fall,taglagas
nakbag,nak-bag,fall down,VERB,fall,taglagas
nako,na-ko,steal,VERB,steal,magnakaw
ako,a-ko,steal,VERB,steal,magnakaw
mapanako,ma-pa-na-ko,thief,NOUN,thief,magnanakaw
pamanako,pa-ma-na-ko,thievery,NOUN,thievery,magnanakaw
aq,aq,pus,NOUN,pus,pus
na,na,will do what or with something,VERB,nature,kalikasan
din,din,a while ago,Noun/Qualifier,a,a
nandu,nan-du,male nickname for Ferdo,NOUN,bud,bud
nanu,na-nu,what,NOUN,what,ano
pangnanan,pang-na-nan,what for,NOUN,what,ano
nanuman,na-nu-man,whatsoever,NOUN,whatsoever,anupaman
makananu,ma-ka-na-nu,how,PROJ,how,paano
g,g,what,PRON (interrog),what,ano
nangnang,nang-nang,roast or barbecue,VERB,roast,inihaw
ningnag,ning-nag,barbecued food,NOUN,barbecued,barbecued
napun,na-pun,yesterday,NOUN,yesterday,kahapon
napusabengi,na-pu-sa-ben-gi,night before last,NOUN,night,gabi
nasaq,na-saq,hope,NOUN,hope,sana
nasiq,na-siq,cooked rice,NOUN,cooked,luto
natad,na-tad,escorted,VERB,escorted,escort
ne,ne,portmanteau,,portmanteau,portmanteau
ne,ne,is it not,,is,ay
nedamu,ne-da-mu,abbreviated form of a curse,INTJ,shorthand,shorthand
nerbyus,nerb-yus,nervous,STAT/ADJ/ADV/VERB,nervous,kinakabahan
nik,nik,climb up or go up stairs,VERB,mount,bundok
niknik,nik-nik,a tiny insect or gnat,NOUN,nit,nit
niu,ni-u,what happened to,VERB,what,ano
ninap,ni-nap,dream,VERB,dream,pangarap
ninu,ni-nu,who,PRON (interrog),whom,kanino
ning,ning,when,PRON (interrog),whenever,kailanman
ning,ning,who,PRON (interrog),whom,kanino
nobyembre,nob-yemb-re,november,NOUN,november,nobyembre
nukarin,nu-ka-rin,where,PRON (interrog),hence,samakatuwid
makipagnugut,ma-ki-pag-nu-gut,the whole funeral ceremony,VERB,removal,pag -alis
numeru,nu-me-ru,number,NOUN,number,bilang
nomeru,no-me-ru,number,NOUN,number,bilang
nunuq,nu-nuq,father or old man,NOUN,dad,tatay
nung,nung,when or if,SCONJ,whether,kung
manyaman,man-ya-man,delicious,ADJ/ADV,delicious,masarap
nga,n-ga,am saying or do say,VERB,said,sabi
ngan,n-gan,all or everyone or everything,Noun/Qualifier,alone,mag -isa
ngeni,n-ge-ni,now,PROJ/NOUN,now,ngayon
ngisngis,n-gisn-gis,show teeth,VERB,show,ipakita
balangingis,ba-lan-gin-gis,a kind of bat which has protruding,NOUN,hit,tumama
ngungut,n-gun-gut,coconut,NOUN,coconut,coconut
ungut,un-gut,coconut,NOUN,coconut,coconut
ngusuq,n-gu-suq,upper lip,NOUN,upper,itaas
nguswan,n-gus-wan,stick upper lip out at someone,VERB,mustache,bigote
obat,o-bat,why,PROJ,why,bakit
obra,ob-ra,work or job or occupation,NOUN,moonlight,moonlight
ubra,ub-ra,work or job or occupation,NOUN,moonlight,moonlight
oklak,ok-lak,deaf,ADJ/ADV,deaf,bingi
ola,o-la,irrigation gate or flood gate,NOUN,sluice,sluice
olen,o-len,marble,NOUN,marble,marmol
oneng,o-neng,but or except that,SCONJ,only,lamang
opu,o-pu,a tuber type vegetable,NOUN,yam,yam
oras,o-ras,hour or time or the moment for,NOUN,minute,minuto
oreni,o-re-ni,here they are,PRON,here,dito
oreta,o-re-ta,there they are,PRON,there,doon
ornu,or-nu,kiln,NOUN,kiln,kiln
oro,o-ro,one of the suits of cards in monte,NOUN,heart,puso
orsera,or-se-ra,ulcer,NOUN,ulcer,ulser
ulsera,ul-se-ra,ulcer,NOUN,ulcer,ulser
os,os,wash an object,VERB,wash,hugasan
qos,qos,wash an object,VERB,wash,hugasan
ot,ot,why,PRON (interrog),why,bakit
oyaq,o-yaq,pot formerly a container for sugar,NOUN,cruse,cruse
oyta,oy-ta,there or they are,PRON,available,magagamit
pa,pa,still or yet,ADJUNCT,still,pa rin
pabanwa,pa-ban-wa,first year,ADJUNCT,first,una
pabulan,pa-bu-lan,first month,,first,una
pa,pa,something used for,ADJUNCT,something,isang bagay
pabalikan,pa-ba-li-kan,return something,VERB,return,bumalik
pabalu,pa-ba-lu,inform or be informed,VERB,advise,payo
pabalut,pa-ba-lut,have wrapped,VERB,have,mayroon
pabanglu,pa-bang-lu,perfume,NOUN,perfume,pabango
pabayu,pa-ba-yu,have pounded or have milled,VERB,grind,giling
pabayo,pa-ba-yo,have pounded or have milled,VERB,grind,giling
pabendisyun,pa-ben-dis-yun,have blessed or have thing blessed,VERB,fact,katotohanan
pabiblas,pa-bib-las,have someone dressed,VERB,have,mayroon
pabrika,pab-ri-ka,factory,NOUN,factory,pabrika
pabu,pa-bu,turkey,NOUN,turkey,turkey
pabukalan,pa-bu-ka-lan,have something boiled,VERB,have,mayroon
paburen,pa-bu-ren,permit or tolerate or neglect or forget,VERB,suffer,magdusa
pakabayu,pa-ka-ba-yu,sawhorse or ironingboard,NOUN,sawbuck,sawbuck
pakabsyan,pa-kabs-yan,make one eat his fill,VERB,smack,smack
pakakalale,pa-ka-ka-la-le,be very careful,VERB,be,maging
pakanaq,pa-ka-naq,a kind of snare trap,NOUN,weely,werely
pakanan,pa-ka-nan,feed someone,VERB,feed,feed
pakbung,pak-bung,pop gun,NOUN,pop,pop
pakde,pak-de,startled awake,ADJ/ADV/STAT,startled,nagulat
pakiqabayan,pa-ki-qa-ba-yan,humor someone,VERB,humor,katatawanan
pakiqalam,pa-ki-qa-lam,business or concern,NOUN,business,negosyo
pakibat,pa-ki-bat,answer,NOUN,answer,sagot
pakibat,pa-ki-bat,to answer someone,VERB,to,sa
pakinabang,pa-ki-na-bang,profit,NOUN,profit,kita
pakinabang,pa-ki-na-bang,holy communion,NOUN,holy,banal
pakit,pa-kit,show,VERB,show,ipakita
pakit keka,pa-kit -ke-ka,i have something to show you,VERB,exhibit,exhibit
pakit kekeka,pa-kit -ke-ke-ka,i will show it to you,VERB,envy,inggit
pakliq,pak-liq,crooked or bent at the end,ADJ/ADV,crook,crook
mangapaklud,man-ga-pak-lud,burst,ADJ/ADV,burst,sumabog
papakpak,pa-pak-pak,clap hands or flap,VERB,spat,spat
papakpakan,pa-pak-pa-kan,clap for someone,VERB,clap,pumalakpak
pakpak,pak-pak,wings,NOUN,wings,mga pakpak
paksi,pak-si,soup,NOUN,soup,sopas
paksing,pak-sing,soup,NOUN,soup,sopas
pakuq,pa-kuq,nail,NOUN,nail,kuko
pipakwan,pi-pak-wan,what one nails to,NOUN,manicure,manikyur
mamakuq,ma-ma-kuq,nail,VERB,nail,kuko
pakwan,pak-wan,watermelon,NOUN,watermelon,pakwan
pakyapusan,pak-ya-pu-san,imitate someone,VERB,imitate,tulyahin
pader,pa-der,a concrete wall,NOUN,a,a
padigalyu,pa-di-gal-yu,crossbraces between base and legs,NOUN,coward,duwag
paduas,pa-du-as,catch on a line and hook,VERB,angle,anggulo
padwas,pad-was,catch on a line and hook,VERB,angle,anggulo
pagal,pa-gal,tired,ADJ/Adverb/Stative/Verb,tired,pagod na
pagawaq,pa-ga-waq,have something done or have something made,VERB,impromptu,impromptu
paglapakan,pag-la-pa-kan,break up,VERB,break,break
paglasa,pag-la-sa,taste,NOUN,taste,tikman
pagmayumu,pag-ma-yu-mu,sugar solution preservative,NOUN,sugar,asukal
pago,pa-go,shoulder,NOUN,shoulder,balikat
pagupit,pa-gu-pit,get a haircut,VERB,get,kumuha
paqileksyun,pa-qi-leks-yun,get an injection,VERB,get,kumuha
paqinyeksyun,pa-qin-yeks-yun,get an injection,VERB,get,kumuha
paqileksyun,pa-qi-leks-yun,get an injection,VERB,get,kumuha
bisa kang pagupit,bi-sa -kang -pa-gu-pit,do you want to have your haircut,VERB,mind,isipan
paqinabu,pa-qi-na-bu,fall down see nabuq E ka paqinabuq,VERB,fell,nahulog
paqinawa,pa-qi-na-wa,rest yourself,VERB,rest,pahinga
paqintu,pa-qin-tu,look for someone,VERB,look,tumingin
pait,pa-it,bitter,ADJ/ADV/NOUN,bitter,mapait
paqit,pa-qit,bitter,ADJ/ADV/NOUN,bitter,mapait
payit,pa-yit,bitter,ADJ/ADV/NOUN,bitter,mapait
pala,pa-la,shovel,NOUN,shovel,shovel
palablab,pa-lab-lab,cause to blaze flame up,VERB,flare,flare
palakaran,pa-la-ka-ran,send someone on an errand,VERB,sending,pagpapadala
palakaya,pa-la-ka-ya,a fast maturing variety of rice,NOUN,basmati,basmati
palako,pa-la-ko,send someone away,VERB,send,ipadala
palakul,pa-la-kul,hatchet,NOUN,hatchet,hatchet
palakulan,pa-la-ku-lan,hack someone or hack something,VERB,loss,pagkawala
palad,pa-lad,palm,NOUN,palm,palad
kapalaran,ka-pa-la-ran,destiny or fate,NOUN,destiny,tadhana
palage,pa-la-ge,opinion or performance,NOUN,opinion,opinyon
palang,pa-lang,bolo,NOUN,bolo,bolo
palanggana,pa-lang-ga-na,basin,NOUN,basin,basin
palapaq,pa-la-paq,fiber stripped from banana stalk,NOUN,stem,stem
palapat,pa-la-pat,a tree which grows on river banks has roots which are large shoulderlike protrusions at the base of the trunk produces a fruit called puge,NOUN,sucker,pasusuhin
palasdan,pa-las-dan,fishpond,NOUN,fishpond,fishpond
plaisdan,p-la-is-dan,fishpond,NOUN,fishpond,fishpond
palatito,pa-la-ti-to,little plate or saucer,NOUN,platelet,platelet
palawe,pa-la-we,have something checked or have something looked at,VERB,view,tingnan
palawiq,pa-la-wiq,a place name,NOUN,a,a
palayo,pa-la-yo,nickname,NOUN,nickname,palayaw
palbug,pal-bug,bleed out air,VERB,bleed,dumugo
paldak,pal-dak,kick,VERB,kick,sipa
lukas paldas,lu-kas -pal-das,the putting on and taking off of mourning clothes,VERB/NOUN,dresser,dresser
wakas paldas,wa-kas -pal-das,the putting on and taking off of mourning clothes,VERB/NOUN,dresser,dresser
paldu,pal-du,beat or strike or hit,VERB,bat,bat
pale,pa-le,rice,NOUN,rice,bigas
palayan,pa-la-yan,rice field,NOUN,rice,bigas
palengki,pa-leng-ki,market,NOUN,market,pamilihan
mamalengki,ma-ma-leng-ki,shop or go marketing,VERB,shopping,pamimili
paliq,pa-liq,heat,NOUN,heat,init
mapaliq,ma-pa-liq,hot,ADJ/ADV/VERB,hot,mainit
ipaliq,i-pa-liq,heat something,ADJ/ADV/VERB,heat,init
papaliq,pa-pa-liq,have something heated,ADJ/ADV/VERB,have,mayroon
paliq,pa-liq,drops of urine or bedwetter or a person who has to urinate frequently,VERB/NOUN,pass,pumasa
palikeru,pa-li-ke-ru,playboy,NOUN,playboy,playboy
palid,pa-lid,dirt which rubs off body,NOUN,scrub,scrub
palikas,pa-li-kas,have something exchanged,VERB,have,mayroon
paligiq,pa-li-giq,ditch with water,NOUN,ditch,ditch
palipasoras,pa-li-pa-so-ras,pastime or something to kill time,NOUN,idle,idle
palipit,pa-li-pit,twisted,ADJ/ADV/VERB/STAT,twisted,baluktot
Mangapalipit ku dilaq,man-ga-pa-li-pit -ku -di-laq,i get tongue tied,ADJ/ADV/VERB/STAT,shy,nahihiya
palis,pa-lis,broom,NOUN,broom,walis
talapamali,ta-la-pa-ma-li,janitor,NOUN,janitor,tagapangalaga
palisan,pa-li-san,sweep something,VERB,sweep,walisin
palung,pa-lung,cocks comb,NOUN,cocks,cocks
palsisingan,pal-si-sin-gan,ring finger,NOUN,ring,singsing
paltikus,pal-ti-kus,a type of banana sweet and similar to the bulungan type,NOUN,plantain,plantain
paltuk,pal-tuk,konk someone on the head or raise a lump,VERB,nod,tumango
pepamaltukan,pe-pa-mal-tu-kan,crack something or make it pop,VERB,poop,tae
palualan,pa-lu-a-lan,send out,VERB,send,ipadala
paluwalan,pa-lu-wa-lan,send out,VERB,send,ipadala
palub,pa-lub,put something inside,VERB,put,ilagay
paludpud kwayan,pa-lud-pud k-wa-yan,fibrous material at the base of a bamboo,NOUN,grain,butil
palupaluq,pa-lu-pa-luq,beater,NOUN,beater,beater
papalupaluwan,pa-pa-lu-pa-lu-wan,beat on something,VERB,beat,talunin
palut,pa-lut,harvest,VERB,harvest,ani
palut,pa-lut,pipalutan,NOUN,pipalutan,pipalutan
papalyu,pa-pal-yu,misfire,VERB,misfire,misfire
kapamakan,ka-pa-ma-kan,lowness or abjectness or humbleness,NOUN,meanness,kahulugan
pamakarine,pa-ma-ka-ri-ne,shame someone,VERB,shame,nakakahiya
pamakiqabe,pa-ma-ki-qa-be,the ability to get along or make friends,NOUN,mak,mak
pamada,pa-ma-da,pomade hair dressing or dabs of pomade are also used at either end of a clothesline to keep the ants off,NOUN,plaster,plaster
pamaduas,pa-ma-du-as,catching pole,NOUN,catching,nakakahuli
pamagat,pa-ma-gat,title,NOUN,title,pamagat
pamamuri,pa-ma-mu-ri,praise or compliments or greetings,NOUN,commend,purihin
mana,ma-na,inherit,,inherit,magmana
pamanikan,pa-ma-ni-kan,a stage in courtship when the suitor is invited to visit with the girl in her house see,NOUN,visitation,pagbisita
pamangatmuq,pa-man-gat-muq,the act of filling something,NOUN,inflation,inflation
pamangan,pa-man-gan,something to eat,NOUN,something,isang bagay
pamangawaq,pa-man-ga-waq,the act of making,NOUN,creation,paglikha
pamaragul,pa-ma-ra-gul,be made big or make something big,VERB,mak,mak
pamarug,pa-ma-rug,whipping,NOUN,whipping,latigo
pamaskas,pa-mas-kas,abrasive material,NOUN,abrasive,nakasasakit
pamaskas plansa,pa-mas-kas p-lan-sa,banana leaves used to burnish the working surface of an iron,NOUN,burn,sumunog
pamatak,pa-ma-tak,opinion,NOUN,opinion,opinyon
pamepe,pa-me-pe,fan,NOUN,fan,fan
pamialungan,pa-mi-a-lun-gan,toy,NOUN,toy,laruan
pamibiebie,pa-mi-bi-e-bi-e,way of life,NOUN,way,paraan
pamilya,pa-mil-ya,family,NOUN,family,pamilya
paminta,pa-min-ta,pepper,NOUN,pepper,paminta
pamirayitan,pa-mi-ra-yi-tan,cheat someone,VERB,cheat,manloko
pamiru,pa-mi-ru,done for a joke or used for a joke,NOUN,jest,jest
pamisanmisan,pa-mi-san-mi-san,off and on or irregularly or once in a while,PROJ,occasionally,paminsan -minsan
pamisip,pa-mi-sip,mind or thoughts or conscience,NOUN,peace,kapayapaan
marok a pamisip,ma-rok- a -pa-mi-sip,a bad conscience,NOUN,a,a
pamitik,pa-mi-tik,a piece of the equipment used in using a carabao to plow,NOUN,beam,beam
pampam,pam-pam,prostitute,NOUN,prostitute,prostitute
pamuguq,pa-mu-guq,a net see puguq,NOUN,nougat,nougat
pamunta,pa-mun-ta,the act of going,NOUN,ingress,ingress
pamusniq,pa-mus-niq,tool for opening,NOUN,tool,tool
pamutut,pa-mu-tut,tool for cutting,NOUN,tool,tool
pan,pan,bread,NOUN,bread,tinapay
pandesal,pan-de-sal,small hard rolls,NOUN,small,maliit
pan,pan,word for male child genitals,NOUN,vital,mahalaga
panabud,pa-na-bud,a long knife,NOUN,a,a
panakdut,pa-nak-dut,a tool held between fingers and used to cut the stalks of rice in harvesting not used in Bacolor area said to be too slow but said to be used in the Tarlac area,NOUN,corn,mais
panagkas,pa-nag-kas,something used to irritate grating,VERB/NOUN,rub,kuskusin
panigkas,pa-nig-kas,something used to irritate grating,VERB/NOUN,rub,kuskusin
panaliq,pa-na-liq,something to tie with,NOUN,rope,lubid
panamdam,pa-nam-dam,feeling,NOUN,feeling,pakiramdam
panampongatbu,pa-nam-pon-gat-bu,cane knife,NOUN,cane,baston
paan,pa-an,cause something,VERB,cause,cause
pagab,pa-gab,firewood,NOUN,firewood,kahoy na panggatong
panapana,pa-na-pa-na,arrow or spear or spines of fish,NOUN,barb,barb
putut panara,pu-tut -pa-na-ra,delicacy sold at small stands near the church at the midnight mass of christmas,NOUN,cake,cake
panas,pa-nas,ant,NOUN,ant,ant
panaskoce,pa-nas-ko-ce,jack,NOUN,jack,jack
papanasan,pa-pa-na-san,covered or infested with ants,VERB,pangolin,pangolin
panataq,pa-na-taq,promise or vow,NOUN,promise,pangako
panaun,pa-na-un,time season climate also used of rice variety which takes six months to mature,NOUN,period,panahon
panahun,pa-na-hun,time season climate also used of rice variety which takes six months to mature,NOUN,period,panahon
panayan,pa-na-yan,wait for someone,VERB,wait,maghintay
pandak,pan-dak,short of stature,ADJ/ADV,short,maikli
pande,pan-de,blacksmith,NOUN,blacksmith,panday
pandiga,pan-di-ga,a type of song,NOUN,blues,blues
pane,pa-ne,always,PROJ,always,palagi
panikiq,pa-ni-kiq,a bat or the largest variety,NOUN,vespertilionid,vespertilionid
paninap,pa-ni-nap,dream,NOUN,dream,pangarap
panintun,pa-nin-tun,look for,VERB,look,tumingin
paninga,pa-nin-ga,toothpick,NOUN,toothpick,toothpick
panisnis,pa-nis-nis,something to tease with,NOUN,tantalize,tantalize
pansariliq,pan-sa-ri-liq,something for oneself,NOUN,something,isang bagay
pansingan,pan-sin-gan,notice something,VERB,notice,paunawa
pansit,pan-sit,a noodle dish pansit,NOUN,pasta,pasta
pansitpansitan,pan-sit-pan-si-tan,a kind of seaweed or underwater grass,NOUN,kelp,kelp
pantalon,pan-ta-lon,pants,NOUN,pants,pantalon
pantalya,pan-tal-ya,a type of lamp,NOUN,halogen,halogen
pantat,pan-tat,a kind of fish,NOUN,cat,cat
pantiq,pan-tiq,marker of underwater traps,NOUN,buoy,buoy
pantug,pan-tug,bladder,NOUN,bladder,pantog
pantyun,pant-yun,tomb or a wall into which coffins are sealed,NOUN,can,maaari
pancun,pan-cun,tomb or a wall into which coffins are sealed,NOUN,can,maaari
panuksuwan,pa-nuk-su-wan,tease someone,VERB,tease,panunukso
panulu,pa-nu-lu,medicine,NOUN,medicine,gamot
panupaya,pa-nu-pa-ya,forgive or tolerate,VERB,forgive,patawarin
kapanupayan,ka-pa-nu-pa-yan,apology or pardon,NOUN,apology,apology
panyalak,pan-ya-lak,sieve or strainer,NOUN,sieve,sieve
panyamento,pan-ya-men-to,a kind of soil,NOUN,marl,marl
panyukaq,pan-yu-kaq,thing vomited,NOUN,thing,bagay
panyuksuk,pan-yuk-suk,thorns,NOUN,thorns,tinik
panyu,pan-yu,handkerchief,NOUN,handkerchief,handkerchief
panyuq,pan-yuq,handkerchief,NOUN,handkerchief,handkerchief
baldugan panyuq,bal-du-gan -pan-yuq,drop the hanky,NOUN,drop,bumagsak
panyungkit,pan-yung-kit,tool for hooking down from trees see sungkit,NOUN,hook,hook
pang,pang,when such be the case or should such be the case,CCONJ,event,kaganapan
pang ating kukutang keka,pang- a-ting -ku-ku-tang -ke-ka,should someone question you,CCONJ,address,address
nanung pakibat mu,na-nung -pa-ki-bat -mu,what will you answer,CCONJ,reply,sumagot
panga,pan-ga,jaw,NOUN,jaw,panga
pangadiq,pan-ga-diq,prayer,NOUN,prayer,panalangin
pangaduwaq,pan-ga-du-waq,second as second born child,NOUN,bastard,bastard
pangaduwan,pan-ga-du-wan,hand something to someone,VERB,deliver,maghatid
pangalat,pan-ga-lat,scatter something,VERB,scatter,magkalat
pangalimbag,pan-ga-lim-bag,printing or edition,NOUN,printing,pagpi -print
pangane,pan-ga-ne,first born child,NOUN,first,una
panganib,pan-ga-nib,danger,NOUN,danger,panganib
pangaskas,pan-gas-kas,a brush made of banana leaves tied to a long stick used for brushing fat onto a roasting pig,NOUN,broom,walis
pangatawa,pan-ga-ta-wa,adultery,NOUN,adultery,pangangalunya
pangasabi,pan-ga-sa-bi,thing said,NOUN,thing,bagay
pangkili,pang-ki-li,a byproduct of sugar milling,NOUN,treacle,treacle
pangnanu,pang-na-nu,what for,PROJ/NOUN,what,ano
pangpang,pang-pang,river banks,NOUN,river,ilog
kinakapampangan,ki-na-ka-pam-pan-gan,made into or translated into Kapampangan,ADJ/ADV/VERB,realized,natanto
panguluq,pan-gu-luq,far barrio of Bacolor towards the remembered in Cabalantian as the location of a US Army motor pool and repair place during the war,NOUN,draw,iguhit
pangunakan,pan-gu-na-kan,niece or nephew,NOUN,niece,pamangkin
paunakan,pa-u-na-kan,niece or nephew,NOUN,niece,pamangkin
pangutang,pan-gu-tang,question,NOUN,question,tanong
papaq,pa-paq,cramped or paralyzed,ADJ/ADV/STAT,cramped,cramped
papakan,pa-pa-kan,food or meal,NOUN,food,pagkain
papakbung,pa-pak-bung,noisemaker,NOUN,noisemaker,noisemaker
papag,pa-pag,bamboo slat platform used for sleeping or bamboo slat platform used for eating and just sitting around talking,NOUN,seal,selyo
papag,pa-pag,a place where people congregate to talk,NOUN,beehive,beehive
palino,pa-li-no,make something clear,VERB,make,gumawa
papayaq,pa-pa-yaq,a fruit,NOUN,a,a
papil,pa-pil,paper or a sheet of paper,NOUN,leaf,dahon
papitnaq,pa-pit-naq,cut in half,VERB,cut,gupitin
papuntukan,pa-pun-tu-kan,have carried on anothers head,VERB,gun,baril
papusanan,pa-pu-sa-nan,help someone load something on his shoulder,VERB,aid,tulong
paputut,pa-pu-tut,have something cut,VERB,have,mayroon
para,pa-ra,stop or put on the brakes,VERB,brake,preno
para,pa-ra,on behalf of or for the sake of or for the purpose of,ADP,scores,mga marka
